"node1","node2"
"HBB","THPO"
"HBB","RNASE1"
"HBB","VPS28"
"HBB","HBG2"
"HBB","HBG1"
"HBB","SLC4A1"
"HBB","INHBA"
"PGAP3","PIGY"
"PGAP3","ZPBP2"
"PGAP3","PIGC"
"CWH43","PGAP3"
"RPUSD1","TBL3"
"ELP2","SSRP1"
"ELP2","PAF1"
"RRP9","TBL3"
"RRP9","UTP15"
"RRP9","TEX10"
"CTU2","RPUSD1"
"CTU2","ELP2"
"CTU2","MPST"
"CTU2","RRP9"
"MMP20","RELT"
"DPP7","SIAE"
"CRIP1","FGD2"
"KHSRP","RBM10"
"KHSRP","SSRP1"
"SARNP","THPO"
"SARNP","THY1"
"RBM10","RBM12B"
"RBM10","STK11"
"DHX38","RBM10"
"DHX38","EDC4"
"DHX38","FAM50A"
"DHX38","NUP37"
"CPSF7","EDC4"
"CPSF7","KHSRP"
"CPSF7","G3BP1"
"CPSF7","SARNP"
"CPSF7","RBM10"
"CPSF7","DHX38"
"MIA2","SURF4"
"LAMC2","MMP10"
"LAMC2","MMP20"
"FERMT1","ITGB6"
"FERMT1","LAMC2"
"MFAP5","POSTN"
"MFAP5","PCOLCE2"
"MFAP4","POSTN"
"MFAP4","MFAP5"
"COL10A1","POSTN"
"COL10A1","COL7A1"
"COL10A1","COL1A2"
"COL10A1","HAPLN1"
"COL10A1","INHBA"
"COL10A1","IBSP"
"CLEC1A","REG1B"
"MARVELD2","TMPRSS3"
"MARVELD2","SLC26A4"
"CLDN19","GJB1"
"CLDN19","MARVELD2"
"GJB1","PLP1"
"IVL","LCE3E"
"IVL","PGLYRP4"
"IVL","KRT16"
"IVL","S100A1"
"IVL","KRT5"
"IVL","TGM1"
"PARD6A","SMURF2"
"EIF2B1","MPHOSPH10"
"EIF2B1","IL2"
"EIF2B1","EIF5"
"SNCG","THY1"
"CHODL","SNCG"
"CHGB","SCG2"
"CHGB","SCG5"
"CHGB","SST"
"CHGB","SYT4"
"CHGB","SCG3"
"SCG3","SCG5"
"SCG3","SYT4"
"SCG2","SCG5"
"SCG2","SST"
"SCG2","SYT4"
"SCG2","SCG3"
"INHBA","INHBB"
"INHBA","TNFAIP6"
"INHBA","INHBE"
"CHGA","CHGB"
"CHGA","SCG3"
"CHGA","SCG2"
"CHGA","SST"
"CHGA","SCG5"
"CHGA","SSTR2"
"CHGA","KRT5"
"CHGA","KRT19"
"CHGA","NAPSA"
"CHGA","SYT4"
"CHGA","RSPO1"
"CHGA","INHBA"
"CHGA","KRT20"
"ITGA10","POSTN"
"ITGA10","VCAM1"
"ITGA10","ITGB6"
"ITGA10","LAMC2"
"ITGB6","MFAP4"
"ITGB6","LAMC2"
"ITGB6","KRT5"
"HAPLN1","POSTN"
"HAPLN1","PRDM5"
"CHAD","ITGA10"
"CHAD","ITGB6"
"CHAD","HAPLN1"
"CHAD","CLEC3A"
"CES3","KLK1"
"COL1A2","POSTN"
"COL1A2","ITGA10"
"COL1A2","SLC39A13"
"COL1A2","TPM2"
"COL1A2","COL7A1"
"COL1A2","MFAP5"
"COL1A2","UBE2C"
"COL1A2","MFAP4"
"COL1A2","KRT19"
"COL1A2","CXCL3"
"COL1A2","PCOLCE2"
"COL1A2","THY1"
"COL1A2","ITGB6"
"COL1A2","MMP10"
"COL1A2","INHBA"
"COL1A2","IL4"
"COL1A2","IBSP"
"CDKL2","COL1A2"
"PBK","PTTG1"
"PBK","UBE2C"
"PBK","SPC25"
"SPC25","UBE2C"
"PPP2R5B","PPP3CC"
"PPP2R5B","YWHAB"
"FCN3","SERPING1"
"CD93","FCN3"
"CD93","VCAM1"
"CD93","GPT"
"CD93","FCGR3B"
"CD93","LYVE1"
"LYVE1","PROX1"
"LYVE1","VCAM1"
"LYVE1","REG1B"
"IRF5","SYK"
"IRF5","STAT6"
"IRF5","TICAM1"
"KRT5","NAPSA"
"KRT5","LAMC2"
"KRT5","TGM1"
"CLDN1","MARVELD2"
"CLDN1","CLDN19"
"CLDN1","KRT19"
"CLDN1","GJB1"
"CLDN1","DSP"
"CLDN1","IVL"
"CLDN1","GPX2"
"CLDN1","SYK"
"CLDN1","VCAM1"
"CLDN1","IL4"
"CLDN1","PARD6A"
"GPR171","ITK"
"GPR171","ICOS"
"GPR171","TIGIT"
"GPR171","GZMA"
"EDC4","G3BP1"
"EDC4","RC3H2"
"EDC4","KHSRP"
"EDC4","TGM1"
"THY1","VCAM1"
"THY1","TMEM119"
"THY1","TNFAIP6"
"OXSM","RPLP0"
"MS4A2","SYK"
"MS4A2","TCN1"
"MS4A2","TNFAIP6"
"SIT1","SYK"
"FCRL1","MS4A1"
"FCRL1","PIGR"
"FCRL1","FCRL4"
"CLEC7A","SYK"
"CLEC7A","TMEM119"
"CLEC7A","FCGR3B"
"CLEC7A","IRF5"
"CLEC7A","IDO1"
"CLEC7A","IL4"
"CLEC7A","IL2"
"IL2RA","TIGIT"
"IL2RA","THPO"
"IL2RA","ITK"
"IL2RA","MS4A1"
"IL2RA","SYK"
"IL2RA","NRAS"
"IL2RA","IL7R"
"IL2RA","STAT6"
"IL2RA","VCAM1"
"IL2RA","THY1"
"IL2RA","MS4A2"
"IL2RA","IL4"
"CD1E","FCGR3B"
"CD1E","IDO1"
"CD1E","IL7R"
"CD1E","CLEC10A"
"CD1E","CD68"
"CD1E","IL4"
"CD1E","IL2"
"CD1E","GZMB"
"CD3D","ITK"
"CD3D","SYK"
"CD3D","IL7R"
"CD3D","LAT"
"CD3D","ICOS"
"CD3D","GRAP2"
"CD3D","MS4A1"
"CD3D","GPR171"
"CD3D","TIGIT"
"CD3D","FCGR3B"
"CD3D","IL2RA"
"CD3D","ITM2A"
"CD3D","EDC4"
"CD3D","THY1"
"CD3D","OXSM"
"CD3D","MS4A2"
"CD3D","GZMA"
"CD3D","SIT1"
"CD3D","CD68"
"CD3D","PLCG1"
"CD3D","IL2"
"CD3D","GZMB"
"CLEC10A","MUC13"
"CLEC10A","CLEC7A"
"CLEC10A","MUC16"
"CLEC10A","FCGR3B"
"CLEC10A","LYVE1"
"CLEC10A","IL4"
"CLEC10A","IL2"
"CD1B","FCGR3B"
"CD1B","IL2RA"
"CD1B","ITK"
"CD1B","IDO1"
"CD1B","CD1E"
"CD1B","IL7R"
"CD1B","CD3D"
"CD1B","CLEC10A"
"CD1B","CD68"
"CD1B","IL4"
"CD1B","IL2"
"CD1B","GZMB"
"HSF1","NEFM"
"PFDN1","TUBB2B"
"CCT6B","DNAJB11"
"CCT6B","HSF1"
"CCT6B","FBXW4"
"CCT6B","DNAJA4"
"CCT6B","SPHK1"
"CCT6B","PFDN1"
"CCT6B","TUBB2B"
"TBL3","TEX10"
"TBL3","UTP15"
"PTTG1","UBE2C"
"PTTG1","SPC25"
"PTTG1","RNASEH2A"
"PTTG1","STAG2"
"FANCG","SNX5"
"CCNF","TBL3"
"CCNF","PTTG1"
"CCNF","FBXO8"
"CCNF","FANCG"
"CCNF","UBE2C"
"CCNF","CDCA2"
"CCNF","DDB1"
"CCNF","RNASEH2A"
"IDO1","TIGIT"
"IDO1","IL2RA"
"IDO1","KMO"
"IDO1","IL7R"
"IDO1","STAT6"
"IDO1","VCAM1"
"IDO1","THY1"
"IDO1","NR0B2"
"IDO1","TNFAIP6"
"IDO1","TNFSF10"
"IDO1","IL4"
"IDO1","IL2"
"CCR4","ICOS"
"CCR4","IL7R"
"CCR4","CXCL5"
"CCR4","CXCL3"
"CCR4","IL2"
"CCR4","PF4V1"
"CCR4","CXCL6"
"CCR10","CCR4"
"CCR10","THPO"
"CCR10","CXCL5"
"CCR10","CXCL3"
"CCR10","VCAM1"
"CCR10","IL4"
"CCR10","IL2"
"CCR10","PF4V1"
"CCR10","CXCL6"
"CXCL5","IL7R"
"CXCL5","IDO1"
"CXCL5","FCGR3B"
"CXCL5","VCAM1"
"CXCL5","MMP10"
"CXCL5","GZMA"
"CXCL5","IL4"
"CXCL5","IL2"
"CXCL5","CXCL6"
"CXCL3","CXCL5"
"CXCL3","IL7R"
"CXCL3","HBB"
"CXCL3","VCAM1"
"CXCL3","EREG"
"CXCL3","INHBA"
"CXCL3","IL4"
"CXCL3","CXCL6"
"CXCL6","VCAM1"
"CXCL6","DHRS12"
"CCL8","IDO1"
"CCL8","CCR4"
"CCL8","CCR10"
"CCL8","CXCL5"
"CCL8","CXCL3"
"CCL8","VCAM1"
"CCL8","CD68"
"CCL8","IL4"
"CCL8","IL2"
"CCL8","CXCL6"
"CCL8","GZMB"
"CCDC159","RELT"
"CCDC136","MBD6"
"CBLC","WASF1"
"STAC3","TRDN"
"GZMB","PARP3"
"GZMB","IL2"
"GZMB","IL7R"
"GZMB","TIGIT"
"GZMB","ICOS"
"GZMB","IL4"
"GZMB","IDO1"
"GZMB","IL2RA"
"GZMB","SYK"
"GZMB","TNFSF10"
"GZMB","KRT19"
"GZMB","ITK"
"GZMB","MS4A1"
"GZMB","VCAM1"
"GZMB","STAT6"
"S100A1","TRDN"
"S100A1","S100A14"
"OTX2","SALL3"
"OTX2","TBX6"
"OTX2","SIX2"
"FABP7","PLP1"
"FABP7","FADS2"
"FOXP2","SST"
"FOXP2","WNT2"
"NEFM","SYT4"
"NEFM","PLP1"
"RNASE1","VPS28"
"MMP10","TCN1"
"PDZD11","SLC25A5"
"PDZD11","SNTA1"
"VPS25","VPS28"
"C6orf62","TAF6"
"C6orf62","VPS25"
"MS4A1","POU2AF1"
"MS4A1","VCAM1"
"MS4A1","TNFAIP6"
"LAT","SYK"
"LAT","NRAS"
"LAT","SIT1"
"LAT","PLCG1"
"SYK","WASF1"
"SYK","VCAM1"
"SYK","TICAM1"
"CD300A","FCGR3B"
"CD300A","FCRL1"
"CD300A","SIGLEC8"
"CD300A","CLEC7A"
"GRAP2","LAT"
"GRAP2","ITK"
"GRAP2","SYK"
"GRAP2","ICOS"
"GRAP2","PLCG1"
"RPS6KB1","RRAGD"
"RPS6KB1","STK11"
"RPS6KB1","YWHAB"
"RPS6KB1","SYK"
"FOXJ1","KRT5"
"MDK","OTX2"
"MDK","PLCG1"
"ITK","TIGIT"
"ITK","LAT"
"ITK","SYK"
"ITK","PDZK1"
"ITK","STAT6"
"ITK","PLCG1"
"BMX","ITK"
"BMX","PFKFB4"
"BMP3","FGF5"
"BMP3","IBSP"
"RNASEH2A","UBE2C"
"BIVM","RNASEH2A"
"SETD1A","SETD7"
"SETD1A","WDR38"
"SETD1A","SRCAP"
"BHMT","MPST"
"BHMT","GPT"
"BHMT","SETD1A"
"CASP2","VCAM1"
"CASP2","TNFSF10"
"CASP2","GZMB"
"PPP1R1A","PPP3CC"
"PPP1R1A","ZPBP2"
"PPP1R1A","PPP2R5B"
"BEX1","PPP1R1A"
"SCO2","SURF1"
"SCO2","THY1"
"SCO2","SLC39A5"
"SURF1","SURF4"
"SLC39A13","SLC39A5"
"JOSD2","OTUD5"
"PCGF1","UBE2C"
"BAP1","JOSD2"
"BAP1","MBD6"
"BAP1","UBE2O"
"BAP1","PCGF1"
"FZD3","WNT2"
"FZD3","SMURF2"
"FZD3","GIPC3"
"FZD3","PARD6A"
"BAMBI","FZD3"
"B4GALT4","FUT1"
"B4GALT4","CHST2"
"B4GALT3","B4GALT4"
"B4GALT3","FUT1"
"FUT1","KLK1"
"FUT1","NDUFB5"
"B3GNT4","B4GALT4"
"B3GNT4","B4GALT3"
"B3GNT4","MUC16"
"B3GNT4","MUC13"
"B3GNT4","FUT1"
"B3GNT4","INHBB"
"PIGR","SYK"
"PIGR","SLPI"
"TAF6","USP51"
"TAF6","TEX10"
"TADA2A","USP51"
"TADA2A","TAF6"
"TADA2A","TADA3"
"SUPT7L","TADA2A"
"SUPT7L","TAF6"
"SUPT7L","TADA3"
"TADA3","TAF6"
"TADA3","USP51"
"ATXN7L3","TAF6"
"ATXN7L3","USP51"
"ATXN7L3","TADA2A"
"ATXN7L3","SH3BP5L"
"ATXN7L3","SUPT7L"
"ATXN7L3","TADA3"
"ATXN7L3","ZNF646"
"L1CAM","RENBP"
"L1CAM","NAA10"
"L1CAM","RPL10"
"L1CAM","PLP1"
"L1CAM","POSTN"
"L1CAM","PRSS12"
"L1CAM","THY1"
"ATP10D","BEND5"
"ATP10D","PROX1"
"RGP1","ZNF646"
"RRAGD","YWHAB"
"PLEKHM1","STX17"
"SPRY1","SPRY4"
"FGFBP1","KRT5"
"POSTN","TBX18"
"POSTN","VCAM1"
"POSTN","THY1"
"POSTN","PRSS23"
"POSTN","WNT2"
"NRAS","SYK"
"NRAS","YWHAB"
"NRAS","RASSF7"
"NRAS","SPRY4"
"NRAS","STK11"
"NRAS","SPHK1"
"NRAS","PDE6D"
"NRAS","RPS6KB1"
"NRAS","STAG2"
"NRAS","PPP2R5B"
"COL7A1","MIA2"
"COL7A1","MMP10"
"COL7A1","LAMC2"
"COL7A1","STX17"
"COL7A1","KRT5"
"COL7A1","FERMT1"
"ICOS","ITK"
"ICOS","TIGIT"
"ICOS","IDO1"
"ICOS","IL2RA"
"ICOS","MS4A1"
"ICOS","RC3H2"
"ICOS","IL7R"
"ICOS","STAT6"
"ICOS","THY1"
"ICOS","IL4"
"ICOS","IL2"
"FGF5","FGFBP1"
"FGF5","OTX2"
"FGF5","NRAS"
"FGF5","SERPINC1"
"FGF5","ZP2"
"FGF5","GORAB"
"FGF5","POSTN"
"FGF5","VCAM1"
"FGF5","THY1"
"FGF5","WNT2"
"FGF5","PLCG1"
"FGF5","IL4"
"FGF5","IL2"
"IL7R","ITK"
"IL7R","THPO"
"IL7R","TIGIT"
"IL7R","MS4A1"
"IL7R","STAT6"
"IL7R","VCAM1"
"IL7R","THY1"
"IL7R","MS4A2"
"STAT6","SYK"
"STAT6","VCAM1"
"EREG","NRAS"
"EREG","PTK6"
"EREG","SPRY1"
"EREG","PLCG1"
"EREG","TNFAIP6"
"EREG","MT3"
"PLCG1","SYK"
"PLCG1","PPP3CC"
"PLCG1","SYNJ1"
"PLCG1","PPM1B"
"PLCG1","STRAP"
"PLCG1","YWHAB"
"IL4","STAT6"
"IL4","IL7R"
"IL4","VCAM1"
"IL4","RRAGD"
"IL4","ITK"
"IL4","IRF5"
"IL4","MS4A2"
"IL4","SYK"
"IL4","POSTN"
"IL4","THY1"
"IL4","PIGR"
"IL4","TNFSF10"
"IL4","TIGIT"
"IL4","THPO"
"IL4","SIGLEC8"
"IL4","RPS6KB1"
"IL2","IL2RA"
"IL2","IL4"
"IL2","IL7R"
"IL2","PIGR"
"IL2","SYK"
"IL2","STAT6"
"IL2","ITK"
"IL2","TIGIT"
"IL2","THY1"
"IL2","VCAM1"
"IL2","NRAS"
"IL2","IL26"
"IL2","PLCG1"
"IL2","TNFSF10"
"IL2","THPO"
"IL2","LAT"
"IL2","LYVE1"
"AREG","SPRY1"
"AREG","FGFBP1"
"AREG","POSTN"
"AREG","NRAS"
"AREG","COL7A1"
"AREG","ICOS"
"AREG","FGF5"
"AREG","IL7R"
"AREG","STAT6"
"AREG","STX17"
"AREG","FOXA1"
"AREG","EREG"
"AREG","PLCG1"
"AREG","TNFAIP6"
"AREG","IL4"
"AREG","IL2"
"FCGR3B","MS4A1"
"FCGR3B","IDO1"
"FCGR3B","TIGIT"
"FCGR3B","IRF5"
"FCGR3B","GPT"
"FCGR3B","SIRPB1"
"FCGR3B","IL2RA"
"FCGR3B","SYK"
"FCGR3B","FCRL1"
"FCGR3B","PIGR"
"FCGR3B","SIGLEC8"
"FCGR3B","ICOS"
"FCGR3B","IL7R"
"FCGR3B","STAT6"
"FCGR3B","VCAM1"
"FCGR3B","THY1"
"FCGR3B","MS4A2"
"FCGR3B","GZMA"
"FCGR3B","LYVE1"
"FCGR3B","TNFSF10"
"FCGR3B","IL4"
"FCGR3B","IL2"
"FCGR3B","GZMB"
"SLC26A4","TMPRSS3"
"SLC26A4","UCN"
"SLC26A4","SLC4A1"
"FOXI1","SLC26A4"
"FOXI1","SLC4A1"
"SIX2","TBX18"
"CDH16","MIOX"
"CALB1","SST"
"CALB1","TRPV6"
"CALB1","S100A1"
"CALB1","PCP4"
"CALB1","OTX2"
"CALB1","FABP7"
"CALB1","FOXP2"
"CALB1","GRM1"
"CALB1","NEFM"
"SLC4A1","SYK"
"SLC4A1","XK"
"AQP9","FCGR3B"
"AQP9","TNFAIP6"
"SNTA1","TRDN"
"SNTA1","TMEM43"
"AQP1","CDH16"
"AQP1","CALB1"
"AQP1","SLC4A1"
"AQP1","AQP9"
"AQP1","SNTA1"
"AQP1","AQP2"
"PF4V1","SERPINC1"
"PF4V1","THPO"
"HDAC8","SETD1A"
"HDAC8","STAG2"
"PLP1","ZFYVE27"
"APOD","PTGDS"
"APOD","HDAC8"
"APOD","PLP1"
"APOD","AZGP1"
"APOD","SST"
"APOD","APOH"
"ESM1","MDK"
"ESM1","IL4"
"GZMA","TIGIT"
"GZMA","IDO1"
"GZMA","ICOS"
"GZMA","IL7R"
"GZMA","ITK"
"GZMA","IL2RA"
"GZMA","MS4A1"
"GZMA","MS4A2"
"GZMA","RNASE1"
"GZMA","TNFSF10"
"GZMA","IL4"
"GZMA","IL2"
"GZMA","GZMB"
"RPLP0","RPP38"
"RPLP0","TBL3"
"RPLP0","UBL7"
"RPLP0","TEX10"
"RPLP0","SLC25A5"
"RPLP0","SSRP1"
"RPLP0","RPS11"
"RPLP0","RRP9"
"DUT","PBK"
"DUT","RNASEH2A"
"SLC25A5","SURF1"
"DDB1","TBL3"
"DDB1","GTF2H3"
"DDB1","MMS19"
"DDB1","INO80E"
"DDB1","HDAC8"
"DDB1","YWHAB"
"DDB1","SSRP1"
"DDB1","PAF1"
"G3BP1","RPLP0"
"G3BP1","JMJD6"
"G3BP1","MEX3C"
"G3BP1","KHSRP"
"G3BP1","STRAP"
"G3BP1","G3BP2"
"G3BP1","RPS11"
"G3BP1","SRCAP"
"APEX1","GZMA"
"APEX1","GPX2"
"APEX1","RPLP0"
"APEX1","DUT"
"APEX1","SLC25A5"
"APEX1","DDB1"
"APEX1","G3BP1"
"LPIN2","SLC22A7"
"ATG9A","RGP1"
"ATG9A","VPS26B"
"ATG9A","STX17"
"GBA2","ZFYVE27"
"GBA2","SPTLC3"
"AP4M1","ZFYVE27"
"AP4M1","SYNJ1"
"AP4M1","ATG9A"
"AP4M1","GBA2"
"HEATR5B","RALGAPB"
"AP1G2","AP4M1"
"AP1G2","SYNJ1"
"AP1G2","SSRP1"
"AP1G2","HEATR5B"
"ANKRA2","ANKRD49"
"ANKRA2","UTP15"
"ANKRA2","RFXAP"
"KCNB1","KCNJ8"
"KCNB1","RPLP0"
"KCNB1","RPL22L1"
"KCNB1","RPL36AL"
"KCNB1","RPS11"
"KCNB1","RPL35"
"AMIGO1","KCNB1"
"INHBB","INHBE"
"AMH","RSPO1"
"AMH","INHBB"
"AMH","ZP2"
"CDCA2","PBK"
"CDCA2","UBE2C"
"CDCA2","PTTG1"
"CDCA2","JMJD6"
"CDCA2","SPC25"
"CDCA2","PPP2R5B"
"ALPK2","CDCA2"
"PLA2G12B","SERPINC1"
"CYP4F3","PLA2G12B"
"ALOX15B","GPX2"
"ALOX15B","PLA2G12B"
"ALOX15B","CYP4A11"
"ALOX15B","CYP4F2"
"ALOX15B","CYP4F3"
"SH3YL1","TMEM53"
"PTGDS","SERPING1"
"RDH5","RGR"
"SERPINC1","SERPING1"
"SERPINC1","SPP2"
"CA9","FCGR3B"
"CA9","RNASE1"
"CA9","L1CAM"
"CA9","MMP10"
"CA9","SLC4A1"
"CA9","PFKFB4"
"CA9","IL2"
"CA9","KRT20"
"DNAJB11","HSF1"
"DNAJB11","PRDX4"
"DNAJB11","SNX5"
"DNAJB11","KCTD21"
"HRG","SERPINC1"
"HRG","SERPING1"
"HRG","PF4V1"
"HRG","SPP2"
"IBSP","ITGB6"
"IBSP","ITGA10"
"IBSP","THY1"
"IBSP","POSTN"
"IBSP","MMP20"
"APOH","F2"
"APOH","SERPINC1"
"APOH","HRG"
"APOH","AZGP1"
"APOH","PF4V1"
"APOH","DNAJB11"
"APOH","SPP2"
"DNAJA4","DNAJB5"
"DNAJA4","INHBA"
"DNAJB5","SMURF2"
"PDZK1","STK11"
"PDZK1","SLC22A13"
"AZGP1","PIGR"
"AZGP1","CST1"
"AZGP1","SERPINC1"
"AZGP1","UBE2C"
"AZGP1","FABP4"
"AZGP1","HRG"
"AHSA1","DNAJA4"
"AHSA1","DNAJB5"
"AHSA1","PDZK1"
"AHSA1","AZGP1"
"AHSA1","ST13"
"APLNR","EDN1"
"APLNR","SSTR2"
"APLNR","SST"
"APLNR","HTR2B"
"APLNR","GALR3"
"APLNR","OXT"
"RXFP1","RXFP2"
"BTK","FCGR3B"
"BTK","MS4A1"
"BTK","ITK"
"BTK","LAT"
"BTK","EDN1"
"BTK","SYK"
"BTK","EDN2"
"BTK","NRAS"
"BTK","CD300A"
"BTK","GRAP2"
"BTK","ICOS"
"BTK","F2"
"BTK","IL7R"
